RPM,30,,50,,65,,70,,75,,80,,100,
3104,103.36,45.06,,,184.81,80.44,,,,,,,,
3105,103.34,45.06,,,185.19,80.63,,,,,,,,
3106,103.32,45.06,,,185.57,80.81,,,,,,,,
3107,103.29,45.07,,,186.13,81.09,,,,,,,,
3108,103.27,45.07,,,186.51,81.27,,,,,,,,
3109,103.25,45.08,,,186.89,81.46,,,,,,,,
3110,103.23,45.08,,,187.46,81.74,,,,,,,,
3111,103.20,45.09,,,187.83,81.92,,,,,,,,
3112,103.18,45.09,,,188.21,82.11,,,,,,,,
3113,103.16,45.09,,,188.78,82.38,,,,,,,,
3114,103.13,45.10,,,189.16,82.57,,,,,,,,
3115,103.11,45.10,,,189.53,82.75,,,,,,,188.84,82.45
3116,103.08,45.11,,,190.10,83.03,,,,,,,189.42,82.73
3117,103.06,45.11,,,190.53,83.24,,,,,,,190.30,83.15
